0.26,0.8384615384615385,0.11702127659574467,0.1,Iris-setosa
0.19600000000000023,0.5307692307692308,0.11702127659574467,0.1,Iris-setosa
0.13200000000000017,0.653846153846154,0.1,0.1,Iris-setosa
0.1,0.5923076923076924,0.13404255319148936,0.1,Iris-setosa
0.22800000000000012,0.9,0.11702127659574467,0.1,Iris-setosa
0.8680000000000001,0.653846153846154,0.6787234042553193,0.5173913043478261,Iris-virginica
0.6760000000000003,0.653846153846154,0.6446808510638299,0.5521739130434783,Iris-virginica
0.8360000000000003,0.5923076923076924,0.7127659574468086,0.5521739130434783,Iris-virginica
0.3880000000000001,0.1,0.5595744680851064,0.482608695652174,Iris-virginica
0.7080000000000002,0.4076923076923077,0.6617021276595745,0.5521739130434783,Iris-virginica
0.6440000000000001,0.7153846153846153,0.9,0.9,Iris-virginica
0.4840000000000001,0.34615384615384637,0.7468085106382978,0.6913043478260871,Iris-virginica
0.9,0.5307692307692308,0.8829787234042554,0.7608695652173915,Iris-virginica
0.6440000000000001,0.46923076923076923,0.8319148936170212,0.6565217391304349,Iris-virginica
0.7080000000000002,0.5307692307692308,0.8659574468085106,0.7956521739130435,
